P0A2A,Drive Motor A Temperature Sensor Circuit
P0A2B,Drive Motor A Temperature Sensor Circuit Range/Performance
P0A2C,Drive Motor A Temperature Sensor Circuit Low
P0A2D,Drive Motor A Temperature Sensor Circuit High
P0A2E,Drive Motor A Temperature Sensor Circuit Intermittent
P0A2F,Drive Motor A Over Temperature
P0A30,Drive Motor B Temperature Sensor Circuit
P0A31,Drive Motor B Temperature Sensor Circuit Range/Performance
P0A32,Drive Motor B Temperature Sensor Circuit Low
P0A33,Drive Motor B Temperature Sensor Circuit High
P0A34,Drive Motor B Temperature Sensor Circuit Intermittent
P0A35,Drive Motor B Over Temperature
P0A36,Generator Temperature Sensor Circuit
P0A37,Generator Temperature Sensor Circuit Range/Performance 
P0A38,Generator Temperature Sensor Circuit Low
P0A39,Generator Temperature Sensor Circuit High
P0A3A,Generator Temperature Sensor Circuit Intermittent
P0A3B,Generator Over Temperature
P0A3C,Drive Motor A Inverter Over Temperature
P0A3D,Drive Motor B Inverter Over Temperature
P0A3E,Generator Inverter Over Temperature
P0A3F,Drive Motor A Position Sensor Circuit
P0A40,Drive Motor A Position Sensor Circuit Range/Performance
P0A41,Drive Motor A Position Sensor Circuit Low
P0A42,Drive Motor A Position Sensor Circuit High
P0A43,Drive Motor A Position Sensor Circuit Intermittent
P0A44,Drive Motor A Position Sensor Circuit Overspeed
P0A45,Drive Motor B Position Sensor Circuit
P0A46,Drive Motor B Position Sensor Circuit Range/Performance
P0A47,Drive Motor B Position Sensor Circuit Low
P0A48,Drive Motor B Position Sensor Circuit High
P0A49,Drive Motor B Position Sensor Circuit Intermittent
P0A4A,Drive Motor B Position Sensor Circuit Overspeed
P0A4B,Generator Position Sensor Circuit
P0A4C,Generator Position Sensor Circuit Range/Performance
P0A4D,Generator Position Sensor Circuit Low
P0A4E,Generator Position Sensor Circuit High
P0A4F,Generator Position Sensor Circuit Intermittent
P0A50,Generator Position Sensor Circuit Overspeed
P0A51,Drive Motor A Current Sensor Circuit
P0A52,Drive Motor A Current Sensor Circuit Range/Performance
P0A53,Drive Motor A Current Sensor Circuit Low
P0A54,Drive Motor A Current Sensor Circuit High
P0A55,Drive Motor B Current Sensor Circuit
P0A56,Drive Motor B Current Sensor Circuit Range/Performance
P0A57,Drive Motor B Current Sensor Circuit Low
P0A58,Drive Motor B Current Sensor Circuit High
P0A59,Generator Current Sensor Circuit
P0A5A,Generator Current Sensor Circuit Range/Performance
P0A5B,Generator Current Sensor Circuit Low
P0A5C,Generator Current Sensor Circuit High
P0A5D,Drive Motor A Phase U Current
P0A5E,Drive Motor A Phase U Current Low
P0A5F,Drive Motor A Phase U Current High
P0A60,Drive Motor A Phase V Current
P0A61,Drive Motor A Phase V Current Low
P0A62,Drive Motor A Phase V Current High
P0A63,Drive Motor A Phase W Current
P0A64,Drive Motor A Phase W Current Low
P0A65,Drive Motor A Phase W Current High
P0A66,Drive Motor B Phase U Current
P0A67,Drive Motor B Phase U Current Low
P0A68,Drive Motor B Phase U Current High
P0A69,Drive Motor B Phase V Current
P0A6A,Drive Motor B Phase V Current Low
P0A6B,Drive Motor B Phase V Current High
P0A6C,Drive Motor B Phase W Current
P0A6D,Drive Motor B Phase W Current Low
P0A6E,Drive Motor B Phase W Current High
P0A6F,Generator Phase U Current
P0A70,Generator Phase U Current Low
P0A71,Generator Phase U Current High
P0A72,Generator Phase V Current
P0A73,Generator Phase V Current Low
P0A74,Generator Phase V Current High
P0A75,Generator Phase W Current
P0A76,Generator Phase W Current Low
P0A77,Generator Phase W Current High
P0A78,Drive Motor A Inverter Performance
P0A79,Drive Motor B Inverter Performance
P0A7A,Generator Inverter Performance
P0A7B,Battery Energy Control Module Requested MIL Illumination
P0A7C,Motor Electronics Over Temperature
P0A7D,Hybrid Battery Pack State of Charge Low
P0A7E,Hybrid Battery Pack Over Temperature
P0A7F,Hybrid Battery Pack Deterioration
P0A80,Replace Hybrid Battery Pack
P0A81,Hybrid Battery Pack Cooling Fan 1 Control Circuit
P0A82,Hybrid Battery Pack Cooling Fan 1 Performance/Stuck Off
P0A83,Hybrid Battery Pack Cooling Fan 1 Stuck On
P0A84,Hybrid Battery Pack Cooling Fan 1 Control Circuit Low
P0A85,Hybrid Battery Pack Cooling Fan 1 Control Circuit High
P0A86,14 Volt Power Module Current Sensor Circuit
P0A87,14 Volt Power Module Current Sensor Circuit Range/Performance
P0A88,14 Volt Power Module Current Sensor Circuit Low
P0A89,14 Volt Power Module Current Sensor Circuit High
P0A8A,14 Volt Power Module Current Sensor Circuit Intermittent
P0A8B,14 Volt Power Module System Voltage
P0A8C,14 Volt Power Module System Voltage Unstable
P0A8D,14 Volt Power Module System Voltage Low
P0A8E,14 Volt Power Module System Voltage High
P0A8F,14 Volt Power Module System Voltage Performance
P0A90,Drive Motor A Performance
P0A91,Drive Motor B Performance
P0A92,Hybrid Generator Performance
P0A93,Inverter Cooling System Performance
P0A94,DC/DC Converter Performance
P0A95,High Voltage Fuse
P0A96,Hybrid Battery Pack Cooling Fan 2 Control Circuit
P0A97,Hybrid Battery Pack Cooling Fan 2 Performance/Stuck Off
P0A98,Hybrid Battery Pack Cooling Fan 2 Stuck On
P0A99,Hybrid Battery Pack Cooling Fan 2 Control Circuit Low
P0A9A,Hybrid Battery Pack Cooling Fan 2 Control Circuit High
P0A9B,Hybrid Battery Temperature Sensor A Circuit
P0A9C,Hybrid Battery Temperature Sensor A Circuit Range/Performance
P0A9D,Hybrid Battery Temperature Sensor A Circuit Low
P0A9E,Hybrid Battery Temperature Sensor A Circuit High
P0A9F,Hybrid Battery Temperature Sensor A Circuit Intermittent/Erratic
P0AA0,Hybrid Battery Positive Contactor Circuit
P0AA1,Hybrid Battery Positive Contactor Circuit Stuck Closed
P0AA2,Hybrid Battery Positive Contactor Circuit Stuck Open
P0AA3,Hybrid Battery Negative Contactor Circuit
P0AA4,Hybrid Battery Negative Contactor Circuit Stuck Closed
P0AA5,Hybrid Battery Negative Contactor Circuit Stuck Open
P0AA6,Hybrid Battery Voltage System Isolation Fault
P0AA7,Hybrid Battery Voltage Isolation Sensor Circuit
P0AA8,Hybrid Battery Voltage Isolation Sensor Circuit Range/Performance
P0AA9,Hybrid Battery Voltage Isolation Sensor Circuit Low
P0AAA,Hybrid Battery Voltage Isolation Sensor Circuit High
P0AAB,Hybrid Battery Voltage Isolation Sensor Circuit Intermittent/Erratic
P0AAC,Hybrid Battery Pack Air Temperature Sensor A Circuit
P0AAD,Hybrid Battery Pack Air Temperature Sensor A Circuit Range/Performance
P0AAE,Hybrid Battery Pack Air Temperature Sensor A Circuit Low
P0AAF,Hybrid Battery Pack Air Temperature Sensor A Circuit High
P0AB0,Hybrid Battery Pack Air Temperature Sensor A Circuit Intermittent/Erratic
P0AB1,Hybrid Battery Pack Air Temperature Sensor B Circuit
P0AB2,Hybrid Battery Pack Air Temperature Sensor B Circuit Range/Performance
P0AB3,Hybrid Battery Pack Air Temperature Sensor B Circuit Low
P0AB4,Hybrid Battery Pack Air Temperature Sensor B Circuit High
P0AB5,Hybrid Battery Pack Air Temperature Sensor B Circuit Intermittent/Erratic
P0AB6,Engine Mount Control B Circuit / Open
P0AB7,Engine Mount Control B Circuit Low
P0AB8,Engine Mount Control B Circuit High
P0AB9,Hybrid System Performance
P0ABA,Hybrid Battery Pack Voltage Sense Circuit
P0ABB,Hybrid Battery Pack Voltage Sense Circuit Range / Performance
P0ABC,Hybrid Battery Pack Voltage Sense Circuit Low
P0ABD,Hybrid Battery Pack Voltage Sense Circuit High
P0ABE,Hybrid Battery Pack Voltage Sense Circuit Intermittent / Erratic
P0ABF,Hybrid Battery Pack Current Sensor A Circuit
P0AC0,Hybrid Battery Pack Current Sensor A Circuit Range / Performance
P0AC1,Hybrid Battery Pack Current Sensor A Circuit Low
P0AC2,Hybrid Battery Pack Current Sensor A Circuit High
P0AC3,Hybrid Battery Pack Current Sensor A Circuit Intermittent / Erratic
P0AC4,Hybrid Powertrain Control Module Requested MIL Illumination
P0AC5,Hybrid Battery Temperature Sensor B Circuit
P0AC6,Hybrid Battery Temperature Sensor B Circuit Range/Performance
P0AC7,Hybrid Battery Temperature Sensor B Circuit Low
P0AC8,Hybrid Battery Temperature Sensor B Circuit High
P0AC9,Hybrid Battery Temperature Sensor B Circuit Intermittent/Erratic
P0ACA,Hybrid Battery Temperature Sensor C Circuit
P0ACB,Hybrid Battery Temperature Sensor C Circuit Range/Performance
P0ACC,Hybrid Battery Temperature Sensor C Circuit Low
P0ACD,Hybrid Battery Temperature Sensor C Circuit High
P0ACE,Hybrid Battery Temperature Sensor C Circuit Intermittent/Erratic
P0ACF,Hybrid Battery Pack Cooling Fan 3 Control Circuit
P0AD0,Hybrid Battery Pack Cooling Fan 3 Performance/Stuck Off
P0AD1,Hybrid Battery Pack Cooling Fan 3 Stuck On
P0AD2,Hybrid Battery Pack Cooling Fan 3 Control Circuit Low
P0AD3,Hybrid Battery Pack Cooling Fan 3 Control Circuit High
P0AD4,Hybrid Battery Pack Air Flow System Insufficient Air Flow
P0AD5,Hybrid Battery Pack Air Flow Valve A Control Circuit/Open
P0AD6,Hybrid Battery Pack Air Flow Valve A Control Circuit Range/Performance GM
P0AD7,Hybrid Battery Pack Air Flow Valve A Control Circuit Low
P0AD8,Hybrid Battery Pack Air Flow Valve A Control Circuit High
P0AD9,Hybrid Battery Positive Contactor Control Circuit/Open GM
P0ADA,Hybrid Battery Positive Contactor Control Circuit Range/Performance
P0ADB,Hybrid Battery Positive Contactor Control Circuit Low
P0ADC,Hybrid Battery Positive Contactor Control Circuit High
P0ADD,Hybrid Battery Negative Contactor Control Circuit/Open
P0ADE,Hybrid Battery Negative Contactor Control Circuit Range/Performance
P0ADF,Hybrid Battery Negative Contactor Control Circuit Low
P0AE0,Hybrid Battery Negative Contactor Control Circuit High
P0AE1,Hybrid Battery Precharge Contactor Circuit
P0AE2,Hybrid Battery Precharge Contactor Circuit Stuck Closed
P0AE3,Hybrid Battery Precharge Contactor Circuit Stuck Open
P0AE4,Hybrid Battery Precharge Contactor Control Circuit
P0AE5,Hybrid Battery Precharge Contactor Control Circuit Range/Performance
P0AE6,Hybrid Battery Precharge Contactor Control Circuit Low
P0AE7,Hybrid Battery Precharge Contactor Control Circuit High
P0AE8,Hybrid Battery Temperature Sensor D Circuit
P0AE9,Hybrid Battery Temperature Sensor D Range/Performance
P0AEA,Hybrid Battery Temperature Sensor D Circuit Low
P0AEB,Hybrid Battery Temperature Sensor D Circuit High
P0AEC,Hybrid Battery Temperature Sensor D Circuit Intermittent/Erratic
P0AED,Drive Motor Inverter Temperature Sensor A Circuit
P0AEE,Drive Motor Inverter Temperature Sensor A Circuit Range/Performance
P0AEF,Drive Motor Inverter Temperature Sensor A Circuit Low
P0AF0,Drive Motor Inverter Temperature Sensor A Circuit High
P0AF1,Drive Motor Inverter Temperature Sensor A Circuit Intermittent/Erratic
P0AF2,Drive Motor Inverter Temperature Sensor B Circuit
P0AF3,Drive Motor Inverter Temperature Sensor B Circuit Range/Performance
P0AF4,Drive Motor Inverter Temperature Sensor B Circuit Low
P0AF5,Drive Motor Inverter Temperature Sensor B Circuit High
P0AF6,Drive Motor Inverter Temperature Sensor B Circuit Intermittent/Erratic
P0AF7,14 Volt Power Module Internal Temperature Too High
P0AF8,Hybrid Battery System Voltage
P0AF9,Hybrid Battery System Voltage Unstable
P0AFA,Hybrid Battery System Voltage Low
P0AFB,Hybrid Battery System Voltage High
P0AFC,Hybrid Battery Pack Sensor Module
P0AFD,Hybrid Battery Pack Temperature Too Low
P0AFE,Hybrid Battery System Voltage Too Low for Voltage Step Up Conversion
P0AFF,System Voltage Too Low for Voltage Step Down Conversion
P0B00,Auxilliary Transmission Fluid Pump Motor Phase U Current
P0B01,Auxilliary Transmission Fluid Pump Motor Phase U Current Low
P0B02,Auxilliary Transmission Fluid Pump Motor Phase U Current High
P0B03,Auxilliary Transmission Fluid Pump Motor Phase V Current
P0B04,Auxilliary Transmission Fluid Pump Motor Phase V Current Low
P0B05,Auxilliary Transmission Fluid Pump Motor Phase V Current High
P0B06,Auxilliary Transmission Fluid Pump Motor Phase W Current
P0B07,Auxilliary Transmission Fluid Pump Motor Phase W Current Low
P0B08,Auxilliary Transmission Fluid Pump Motor Phase W Current High
P0B09,Auxilliary Transmission Fluid Pump Motor Supply Voltage Circuit / Open
P0B0A,Auxilliary Transmission Fluid Pump Motor Supply Voltage Circuit Low
P0B0B,Auxilliary Transmission Fluid Pump Motor Supply Voltage Circuit High
P0B0C,Auxilliary Transmission Fluid Pump Hydraulic Leakage
P0B0D,Auxilliary Transmission Fluid Pump Motor Control Module
P0B0E,Hybrid Battery Pack Current Sensor B Circuit
P0B0F,Hybrid Battery Pack Current Sensor B Circuit Range / Performance
P0B10,Hybrid Battery Pack Current Sensor B Circuit Low
P0B11,Hybrid Battery Pack Current Sensor B Circuit High
P0B12,Hybrid Battery Pack Current Sensor B Circuit Intermittent / Erratic
P0B13,Hybrid Battery Pack Current Sensor A/B Correlation
P0B14,Hybrid Battery Pack Voltage Sense B Circuit
P0B15,Hybrid Battery Pack Voltage Sense B Circuit Range / Performance
P0B16,Hybrid Battery Pack Voltage Sense B Circuit Low
P0B17,Hybrid Battery Pack Voltage Sense B Circuit High
P0B18,Hybrid Battery Pack Voltage Sense B Circuit Intermittent / Erratic
P0B19,Hybrid Battery Pack Voltage Sense C Circuit
P0B1A,Hybrid Battery Pack Voltage Sense C Circuit Range / Performance
P0B1B,Hybrid Battery Pack Voltage Sense C Circuit Low
P0B1C,Hybrid Battery Pack Voltage Sense C Circuit High
P0B1D,Hybrid Battery Pack Voltage Sense C Circuit Intermittent / Erratic
P0B1E,Hybrid Battery Pack Voltage Sense D Circuit
P0B1F,Hybrid Battery Pack Voltage Sense D Circuit Range / Performance
P0B20,Hybrid Battery Pack Voltage Sense D Circuit Low
P0B21,Hybrid Battery Pack Voltage Sense D Circuit High
P0B22,Hybrid Battery Pack Voltage Sense D Circuit Intermittent / Erratic
P0B23,Hybrid Battery A Voltage
P0B24,Hybrid Battery A Voltage Unstable
P0B25,Hybrid Battery A Voltage Low
P0B26,Hybrid Battery A Voltage High
P0B27,Hybrid Battery B Voltage 
P0B28,Hybrid Battery B Voltage Unstable
P0B29,Hybrid Battery B Voltage Low
P0B2A,Hybrid Battery B Voltage High
P0B2B,Hybrid Battery C Voltage 
P0B2C,Hybrid Battery C Voltage Unstable
P0B2D,Hybrid Battery C Voltage Low
P0B2E,Hybrid Battery C Voltage High
P0B2F,Hybrid Battery D Voltage
P0B30,Hybrid Battery D Voltage Unstable
P0B31,Hybrid Battery D Voltage Low
P0B32,Hybrid Battery D Voltage High
P0B33,High Voltage Service Disconnect Circuit
P0B34,High Voltage Service Disconnect Circuit Performance
P0B35,High Voltage Service Disconnect Circuit Low
P0B36,High Voltage Service Disconnect Circuit High
P0B37,High Voltage Service Disconnect Open
P0B38,Motor Electronics Coolant Pump B Control Circuit / Open
P0B39,Motor Electronics Coolant Pump B Control Circuit Low
P0B3A,Motor Electronics Coolant Pump B Control Circuit High
P0B3B,Hybrid Battery Voltage Sense A Circuit
P0B3C,Hybrid Battery Voltage Sense A Circuit Range/Performance
P0B3D,Hybrid Battery Voltage Sense A Circuit Low
P0B3E,Hybrid Battery Voltage Sense A Circuit High
P0B3F,Hybrid Battery Voltage Sense A Circuit Intermittent / Erratic
P0B40,Hybrid Battery Voltage Sense B Circuit
P0B41,Hybrid Battery Voltage Sense B Circuit Range/Performance
P0B42,Hybrid Battery Voltage Sense B Circuit Low
P0B43,Hybrid Battery Voltage Sense B Circuit High
P0B44,Hybrid Battery Voltage Sense B Circuit Intermittent / Erratic
P0B45,Hybrid Battery Voltage Sense C Circuit
P0B46,Hybrid Battery Voltage Sense C Circuit Range/Performance
P0B47,Hybrid Battery Voltage Sense C Circuit Low
P0B48,Hybrid Battery Voltage Sense C Circuit High
P0B49,Hybrid Battery Voltage Sense C Circuit Intermittent / Erratic
P0B4A,Hybrid Battery Voltage Sense D Circuit
P0B4B,Hybrid Battery Voltage Sense D Circuit Range/Performance
P0B4C,Hybrid Battery Voltage Sense D Circuit Low
P0B4D,Hybrid Battery Voltage Sense D Circuit High
P0B4E,Hybrid Battery Voltage Sense D Circuit Intermittent / Erratic
P0B4F,Hybrid Battery Voltage Sense E Circuit
P0B50,Hybrid Battery Voltage Sense E Circuit Range/Performance
P0B51,Hybrid Battery Voltage Sense E Circuit Low
P0B52,Hybrid Battery Voltage Sense E Circuit High
P0B53,Hybrid Battery Voltage Sense E Circuit Intermittent / Erratic
P0B54,Hybrid Battery Voltage Sense F Circuit
P0B55,Hybrid Battery Voltage Sense F Circuit Range/Performance
P0B56,Hybrid Battery Voltage Sense F Circuit Low
P0B57,Hybrid Battery Voltage Sense F Circuit High
P0B58,Hybrid Battery Voltage Sense F Circuit Intermittent / Erratic
P0B59,Hybrid Battery Voltage Sense G Circuit
P0B5A,Hybrid Battery Voltage Sense G Circuit Range/Performance
P0B5B,Hybrid Battery Voltage Sense G Circuit Low
P0B5C,Hybrid Battery Voltage Sense G Circuit High
P0B5D,Hybrid Battery Voltage Sense G Circuit Intermittent / Erratic
P0B5E,Hybrid Battery Voltage Sense H Circuit
P0B5F,Hybrid Battery Voltage Sense H Circuit Range/Performance
P0B60,Hybrid Battery Voltage Sense H Circuit Low
P0B61,Hybrid Battery Voltage Sense H Circuit High
P0B62,Hybrid Battery Voltage Sense H Circuit Intermittent / Erratic
P0B63,Hybrid Battery Voltage Sense I Circuit
P0B64,Hybrid Battery Voltage Sense I Circuit Range/Performance
P0B65,Hybrid Battery Voltage Sense I Circuit Low
P0B66,Hybrid Battery Voltage Sense I Circuit High
P0B67,Hybrid Battery Voltage Sense I Circuit Intermittent / Erratic
P0B68,Hybrid Battery Voltage Sense J Circuit
P0B69,Hybrid Battery Voltage Sense J Circuit Range/Performance
P0B6A,Hybrid Battery Voltage Sense J Circuit Low
P0B6B,Hybrid Battery Voltage Sense J Circuit High
P0B6C,Hybrid Battery Voltage Sense J Circuit Intermittent / Erratic
P0B6D,Hybrid Battery Voltage Sense K Circuit
P0B6E,Hybrid Battery Voltage Sense K Circuit Range/Performance
P0B6F,Hybrid Battery Voltage Sense K Circuit Low
P0B70,Hybrid Battery Voltage Sense K Circuit High
P0B71,Hybrid Battery Voltage Sense K Circuit Intermittent / Erratic
P0B72,Hybrid Battery Voltage Sense L Circuit
P0B73,Hybrid Battery Voltage Sense L Circuit Range/Performance
P0B74,Hybrid Battery Voltage Sense L Circuit Low
P0B75,Hybrid Battery Voltage Sense L Circuit High
P0B76,Hybrid Battery Voltage Sense L Circuit Intermittent / Erratic
P0B77,Hybrid Battery Voltage Sense M Circuit
P0B78,Hybrid Battery Voltage Sense M Circuit Range/Performance
P0B79,Hybrid Battery Voltage Sense M Circuit Low
P0B7A,Hybrid Battery Voltage Sense M Circuit High
P0B7B,Hybrid Battery Voltage Sense M Circuit Intermittent / Erratic
P0B7C,Hybrid Battery Voltage Sense N Circuit
P0B7D,Hybrid Battery Voltage Sense N Circuit Range / Performance
P0B7E,Hybrid Battery Voltage Sense N Circuit Low
P0B7F,Hybrid Battery Voltage Sense N Circuit High
P0B80,Hybrid Battery Voltage Sense N Circuit Intermittent / Erratic
P0B81,Hybrid Battery Voltage Sense O Circuit
P0B82,Hybrid Battery Voltage Sense O Circuit Range / Performance
P0B83,Hybrid Battery Voltage Sense O Circuit Low
P0B84,Hybrid Battery Voltage Sense O Circuit High
P0B85,Hybrid Battery Voltage Sense O Circuit Intermittent / Erratic
P0B86,Hybrid Battery Voltage Sense P Circuit
P0B87,Hybrid Battery Voltage Sense P Circuit Range / Performance
P0B88,Hybrid Battery Voltage Sense P Circuit Low
P0B89,Hybrid Battery Voltage Sense P Circuit High
P0B8A,Hybrid Battery Voltage Sense P Circuit Intermittent / Erratic
P0B8B,Hybrid Battery Voltage Sense Q Circuit
P0B8C,Hybrid Battery Voltage Sense Q Circuit Range / Performance
P0B8D,Hybrid Battery Voltage Sense Q Circuit Low
P0B8E,Hybrid Battery Voltage Sense Q Circuit High
P0B8F,Hybrid Battery Voltage Sense Q Circuit Intermittent / Erratic
P0B90,Hybrid Battery Voltage Sense R Circuit
P0B91,Hybrid Battery Voltage Sense R Circuit Range / Performance
P0B92,Hybrid Battery Voltage Sense R Circuit Low
P0B93,Hybrid Battery Voltage Sense R Circuit High
P0B94,Hybrid Battery Voltage Sense R Circuit Intermittent / Erratic
P0B95,Hybrid Battery Voltage Sense S Circuit
P0B96,Hybrid Battery Voltage Sense S Circuit Range / Performance
P0B97,Hybrid Battery Voltage Sense S Circuit Low
P0B98,Hybrid Battery Voltage Sense S Circuit High
P0B99,Hybrid Battery Voltage Sense S Circuit Intermittent / Erratic
P0B9A,Hybrid Battery Voltage Sense T Circuit
P0B9B,Hybrid Battery Voltage Sense T Circuit Range / Performance
P0B9C,Hybrid Battery Voltage Sense T Circuit Low
P0B9D,Hybrid Battery Voltage Sense T Circuit High
P0B9E,Hybrid Battery Voltage Sense T Circuit Intermittent / Erratic
P0B9F,Hybrid Battery Voltage Sense U Circuit
P0BA0,Hybrid Battery Voltage Sense U Circuit Range / Performance
P0BA1,Hybrid Battery Voltage Sense U Circuit Low
P0BA2,Hybrid Battery Voltage Sense U Circuit High
P0BA3,Hybrid Battery Voltage Sense U Circuit Intermittent / Erratic
P0BA4,Hybrid Battery Voltage Sense V Circuit
P0BA5,Hybrid Battery Voltage Sense V Circuit Range / Performance
P0BA6,Hybrid Battery Voltage Sense V Circuit Low
P0BA7,Hybrid Battery Voltage Sense V Circuit High
P0BA8,Hybrid Battery Voltage Sense V Circuit Intermittent / Erratic
P0BA9,Hybrid Battery Voltage Sense W Circuit
P0BAA,Hybrid Battery Voltage Sense W Circuit Range / Performance
P0BAB,Hybrid Battery Voltage Sense W Circuit Low
P0BAC,Hybrid Battery Voltage Sense W Circuit High
P0BAD,Hybrid Battery Voltage Sense W Circuit Intermittent / Erratic
P0BAE,Hybrid Battery Voltage Sense X Circuit
P0BAF,Hybrid Battery Voltage Sense X Circuit Range / Performance
P0BB0,Hybrid Battery Voltage Sense X Circuit Low
P0BB1,Hybrid Battery Voltage Sense X Circuit High
P0BB2,Hybrid Battery Voltage Sense X Circuit Intermittent / Erratic
P0BB3,Hybrid Battery Voltage Sense Y Circuit
P0BB4,Hybrid Battery Voltage Sense Y Circuit Range / Performance
P0BB5,Hybrid Battery Voltage Sense Y Circuit Low
P0BB6,Hybrid Battery Voltage Sense Y Circuit High
P0BB7,Hybrid Battery Voltage Sense Y Circuit Intermittent / Erratic
P0BB8,Hybrid Battery Voltage Sense Z Circuit
P0BB9,Hybrid Battery Voltage Sense Z Circuit Range / Performance
P0BBA,Hybrid Battery Voltage Sense Z Circuit Low
P0BBB,Hybrid Battery Voltage Sense Z Circuit High
P0BBC,Hybrid Battery Voltage Sense Z Circuit Intermittent / Erratic
P0BBD,Hybrid Battery Pack Voltage Variation Exceeded Limit
P0BBE,Hybrid Battery Pack Voltage Variation
P0BBF,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit / Open
P0BC0,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit Low
P0BC1,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit High
P0BC2,Hybrid Battery Temperature Sensor E Circuit
P0BC3,Hybrid Battery Temperature Sensor E Circuit Range/Performance
P0BC4,Hybrid Battery Pack Air Temperature Sensor E Circuit Low
P0BC5,Hybrid Battery Pack Air Temperature Sensor E Circuit High
P0BC6,Hybrid Battery Temperature Sensor E Circuit Intermittent/Erratic
P0BC7,Hybrid Battery Pack Cooling Fan Sense Circuit / Open
P0BC8,Hybrid Battery Pack Cooling Fan Sense Circuit Range/Performance
P0BC9,Hybrid Battery Pack Cooling Fan Sense Circuit Low
P0BCA,Hybrid Battery Pack Cooling Fan Sense Circuit High
P0BCB,Hybrid Battery Pack Cooling Fan Sense Circuit Intermittent/Erratic
P0BCC,Generator Inverter Temperature Sensor Circuit
P0BCD,Generator Inverter Temperature Sensor Circuit Range/Performance
P0BCE,Generator Inverter Temperature Sensor Circuit Low
P0BCF,Generator Inverter Temperature Sensor Circuit High
P0BD0,Generator Inverter Temperature Sensor Circuit Intermittent/Erratic
P0BD1,Drive Motor Inverter Temperature Sensor C Circuit
P0BD2,Drive Motor Inverter Temperature Sensor C Circuit Range/Performance
P0BD3,Drive Motor Inverter Temperature Sensor C Circuit Low
P0BD4,Drive Motor Inverter Temperature Sensor C Circuit High
P0BD5,Drive Motor Inverter Temperature Sensor C Circuit Intermittent/Erratic
P0BD6,Drive Motor Inverter Temperature Sensor D Circuit
P0BD7,Drive Motor Inverter Temperature Sensor D Circuit Range/Performance
P0BD8,Drive Motor Inverter Temperature Sensor D Circuit Low
P0BD9,Drive Motor Inverter Temperature Sensor D Circuit High
P0BDA,Drive Motor Inverter Temperature Sensor D Circuit Intermittent/Erratic
P0BDB,Drive Motor Inverter Temperature Sensor E Circuit
P0BDC,Drive Motor Inverter Temperature Sensor E Circuit Range/Performance
P0BDD,Drive Motor Inverter Temperature Sensor E Circuit Low
P0BDE,Drive Motor Inverter Temperature Sensor E Circuit High
P0BDF,Drive Motor Inverter Temperature Sensor E Circuit Intermittent/Erratic
P0BE0,Drive Motor Inverter Temperature Sensor F Circuit
P0BE1,Drive Motor Inverter Temperature Sensor F Circuit Range/Performance
P0BE2,Drive Motor Inverter Temperature Sensor F Circuit Low
P0BE3,Drive Motor Inverter Temperature Sensor F Circuit High
P0BE4,Drive Motor Inverter Temperature Sensor F Circuit Intermittent/Erratic
P0BE5,Drive Motor A Phase U Current Sensor Circuit
P0BE6,Drive Motor A Phase U Current Sensor Circuit Range/Performance
P0BE7,Drive Motor A Phase U Current Sensor Circuit Low
P0BE8,Drive Motor A Phase U Current Sensor Circuit High
P0BE9,Drive Motor A Phase V Current Sensor Circuit
P0BEA,Drive Motor A Phase V Current Sensor Circuit Range/Performance
P0BEB,Drive Motor A Phase V Current Sensor Circuit Low
P0BEC,Drive Motor A Phase V Current Sensor Circuit High
P0BED,Drive Motor A Phase W Current Sensor Circuit
P0BEE,Drive Motor A Phase W Current Sensor Circuit Range/Performance
P0BEF,Drive Motor A Phase W Current Sensor Circuit Low
P0BF0,Drive Motor A Phase W Current Sensor Circuit High
P0BF1,Drive Motor B Phase U Current Sensor Circuit
P0BF2,Drive Motor B Phase U Current Sensor Circuit Range/Performance
P0BF3,Drive Motor B Phase U Current Sensor Circuit Low
P0BF4,Drive Motor B Phase U Current Sensor Circuit High
P0BF5,Drive Motor B Phase V Current Sensor Circuit
P0BF6,Drive Motor B Phase V Current Sensor Circuit Range/Performance
P0BF7,Drive Motor B Phase V Current Sensor Circuit Low
P0BF8,Drive Motor B Phase V Current Sensor Circuit High
P0BF9,Drive Motor B Phase W Current Sensor Circuit
P0BFA,Drive Motor B Phase W Current Sensor Circuit Range/Performance
P0BFB,Drive Motor B Phase W Current Sensor Circuit Low
P0BFC,Drive Motor B Phase W Current Sensor Circuit High
P0BFD,Drive Motor A Phase U-V-W Current Sensor Correlation
P0BFE,Drive Motor B Phase U-V-W Current Sensor Correlation
P0BFF,Drive Motor A Current
P0C00,Drive Motor A Current Low
P0C01,Drive Motor A Current High
P0C02,Drive Motor B Current
P0C03,Drive Motor B Current Low
P0C04,Drive Motor B Current High
P0C05,Drive Motor A Phase U-V-W Circuit / Open
P0C06,Drive Motor A Phase U-V-W Circuit Low
P0C07,Drive Motor A Phase U-V-W Circuit High
P0C08,Drive Motor B Phase U-V-W Circuit / Open
P0C09,Drive Motor B Phase U-V-W Circuit Low
P0C0A,Drive Motor B Phase U-V-W Circuit High
P0C0B,Drive Motor A Inverter Power Supply Circuit / Open
